#SPIKE measurement file - Tool Measurement /  Analyser 2016 (SPIKE@pro-micron GmbH)
#date: 14.06.2024 operator: 
#process: 
#tool: 
#material: 
#tool gage: 30.6
#d = 8          z = 
#ap =           ae = 
#vc =           n = 
#f =           vf = 
#X = 
#cooling: 
#unit type: 
#note: 8mm good with minimum rpm
#BTKaBlue Version: 
#READ Version: READ 1.2 SW-Version: 0x0002
SPIKE Version: SPIKE 1.2
#SW-Version: 0x0006
#SN-Nr.: 0xA408
#cal tension: 2,842223
#cal torsion: 0,024086
#cal bending moment X: 0,023242
#cal bending moment Y: 0,023070
#lever arm: 48.2
#SPIKE position: 
#autoBM: 
#triggerchannel:  triggervalue: 
###
Tension;Torsion;Bending moment X;Bending moment Y;Time;Temperature
[N];[Nm];[Nm];[Nm];[s];[°C]
-79.582245;-0.289032;0.464840;0.738240;0.068800;26.125000
-79.582245;-0.289032;0.464840;0.738240;0.069200;26.125000
-79.582245;-0.289032;0.464840;0.738240;0.069600;26.125000
-79.582245;-0.289032;0.464840;0.738240;0.070000;26.125000
28.422230;-0.963440;-0.232420;-0.369120;0.070400;26.125000
-62.528904;-0.240860;0.185936;0.138420;0.070800;26.125000
-11.368892;0.385376;0.929680;1.153500;0.071200;26.125000
56.844460;-0.770752;0.000000;-0.184560;0.071600;26.125000
0.000000;0.529892;0.278904;0.369120;0.072000;26.125000
45.475567;0.240860;0.278904;0.000000;0.072400;26.125000
-22.737783;0.192688;-1.255068;0.369120;0.072800;26.125000
5.684446;-0.240860;-0.278904;-0.645960;0.073200;26.125000
62.528904;-0.240860;0.139452;0.692100;0.073600;26.125000
-22.737783;-0.240860;0.046484;0.876660;0.074000;26.125000
68.213348;-0.529892;0.790228;0.461400;0.074400;26.125000
170.533371;-0.289032;0.697260;-0.046140;0.074800;26.125000
22.737783;-0.240860;-0.325388;-0.138420;0.075200;26.125000
130.742249;0.337204;-0.185936;-0.322980;0.075600;26.125000
130.742249;0.337204;-0.185936;-0.322980;0.076000;26.125000
130.742249;0.337204;-0.185936;-0.322980;0.076400;26.125000
130.742249;0.337204;-0.185936;-0.322980;0.076800;26.125000
130.742249;0.337204;-0.185936;-0.322980;0.077200;26.125000
130.742249;0.337204;-0.185936;-0.322980;0.077600;26.125000
130.742249;0.337204;-0.185936;-0.322980;0.078000;26.125000
130.742249;0.337204;-0.185936;-0.322980;0.078400;26.125000
62.528904;0.192688;1.394520;-0.046140;0.078800;26.125000
5.684446;-0.192688;-0.278904;0.138420;0.079200;26.125000
108.004471;-0.674408;-0.464840;-0.230700;0.079600;26.125000
17.053337;-0.385376;-0.418356;0.138420;0.080000;26.125000
5.684446;-0.433548;1.348036;0.046140;0.080400;26.125000
-181.902267;0.867096;0.278904;-0.738240;0.080800;26.125000
-68.213348;0.289032;-0.371872;-0.461400;0.081200;26.125000
-68.213348;0.289032;-0.371872;-0.461400;0.081600;26.125000
-68.213348;0.289032;-0.371872;-0.461400;0.082000;26.125000
-68.213348;0.289032;-0.371872;-0.461400;0.082400;26.125000
-68.213348;0.289032;-0.371872;-0.461400;0.082800;26.125000
-68.213348;0.289032;-0.371872;-0.461400;0.083200;26.125000
-68.213348;0.289032;-0.371872;-0.461400;0.083600;26.125000
-68.213348;0.289032;-0.371872;-0.461400;0.084000;26.125000
-62.528904;-0.096344;-0.278904;-0.415260;0.084400;26.125000
-62.528904;0.289032;-0.185936;0.461400;0.084800;26.125000
56.844460;-0.192688;-0.557808;0.322980;0.085200;26.125000
-51.160011;0.240860;-0.325388;-0.092280;0.085600;26.125000
142.111145;-0.144516;-0.325388;-0.092280;0.086000;26.125000
130.742249;-0.289032;-0.883196;0.046140;0.086400;26.125000
-34.106674;0.963440;-0.464840;0.369120;0.086800;26.125000
-17.053337;0.963440;-0.046484;-0.507540;0.087200;26.125000
85.266685;-0.048172;-0.325388;0.415260;0.087600;26.125000
0.000000;-0.240860;-0.743744;0.000000;0.088000;26.125000
28.422230;0.240860;-0.557808;-0.369120;0.088400;26.125000
-34.106674;0.000000;-0.185936;1.661040;0.088800;26.125000
22.737783;-0.192688;-0.464840;0.230700;0.089200;26.125000
-28.422230;0.337204;0.046484;0.276840;0.089600;26.125000
-5.684446;0.096344;-0.836712;-0.645960;0.090000;26.125000
0.000000;0.674408;0.185936;0.184560;0.090400;26.125000
-73.897797;-0.433548;-0.743744;0.553680;0.090800;26.125000
-22.737783;-0.096344;-0.743744;0.230700;0.091200;26.125000
-11.368892;0.674408;-1.859360;-0.322980;0.091600;26.125000
34.106674;-1.204300;-0.046484;0.276840;0.092000;26.125000
-181.902267;-1.204300;-0.418356;0.692100;0.092400;26.125000
-181.902267;-1.204300;-0.418356;0.692100;0.092800;26.125000
